Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-338490000,-650029970.091134,-712497097.004797,-693118178.729979,-585289486.165294,-326799752.461443,-399084688.584863,-515927552.12556,-605016880.405959,-568413579.362972,-610483019.836141,-649147240.362098,-611553069.983311,-618767800.17432,-696022076.187566,-789315041.099342,..,..
"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,Canada,CAN,-506965097.119614,-212120980.730524,-95384130.6244473,309278759.858606,563628154.482249,-72914365.2911608,14746027.0333557,659237891.668528,863477545.351368,91577097.8850083,2225305803.45782,1599649051.68282,998715623.641447,1798485347.07659,188806815.456842,-3075889125.97874,-1515997270.58042,-510403180.723818,666682553.677126,1184242918.34059,4717395080.83,2361388870.09483,12130845692.391,11082294016.2113,12377075316.1164,8477603565.87652,3697836184.17814,5199682303.13483,4077707643.07547,363564038.845448,1115963784.24025,-3204750443.16362,-2261089319.66945,63206950.5331268,6647801661.67282,18904083589.1695,24629288042.4509,12429974698.068,12048309635.2646,24096639864.5943,41604373750.7723,41819090368.6473,32839901425.9662,34073822805.1472,44846759262.6837,45678110612.9023,35204360382.2795,30611671625.0845,28144247478.8099,-20294599835.7533,-30874997989.8312,-21682664821.6812,-34518334882.5215,-28982082930.2642,-16320998998.6071,-38583775871.449,-36241676908.6055,-36237673595.1705,-33732774271.5122,-25538102775.714,-36499244170.9959,117851617.809494,3078327810.7168,-9809215765.90662
"Net trade in goods and services (BoP, current US$)",BN.GSR.GNFS.CD,United States,USA,..,..,..,..,..,..,..,..,..,..,-610000000,-5040000000,-10120000000,-1140000000,-6400000000,9970000000,-6820000000,-27640000000,-30167000000,-24966700000,-18953000000,-15680000000,-23537000000,-57135000000,-108277000000,-121102000000,-138527000000,-151675000000,-114660000000,-93126000000,-80852000000,-31180000000,-39207100000,-70311000000,-98511000000,-96387000000,-104035000000,-108288000000,-166130000000,-255813000000,-369689000000,-360373000000,-420666000000,-496251000000,-610833000000,-716537000000,-763533000000,-711000000000,-712352000000,-394779000000,-503078000000,-554517000000,-525907000000,-446857000000,-483951000000,-490773000000,-479461000000,-516935000000,-578600000000,-559394000000,-653694000000,-848072000000,-944770000000,-784891000000
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.204167601264153,7.69299995965752,8.0175829316907,8.46492726205803,10.334084254641,9.83355736193315,..
"New business density (new registrations per 1,000 people ages 15-64)",IC.BUS.NDNS.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New businesses registered (number),IC.BUS.NREG,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
New businesses registered (number),IC.BUS.NREG,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3052,47101,49356,52191,63456,60852,..
New businesses registered (number),IC.BUS.NREG,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Newborns protected against tetanus (%),SH.VAC.TTNS.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (% change from 1990),EN.ATM.NOXE.ZG,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-4.6181858670806,-17.564956542812,-17.469986049162,-14.5186960878706,-15.3201597250877,-16.2954084495357,-18.4819130332266,4.68717592683561,6.35494512452051,1.11344716693191,-1.93084838124431,-1.70968720867528,-0.653222337933401,9.24750620583053,13.887524370302,18.6556981204575,21.5786060951408,28.8203791396765,35.6423171053867,44.0158764466626,45.4560352111292,46.8961939755959,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (% change from 1990),EN.ATM.NOXE.ZG,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.84020722599745,0.640516719370243,9.79344681423671,46.8223104353092,53.1810536230909,23.0155419498082,16.9649465114714,37.5772051402812,11.9195317230707,-2.44230639843909,-17.6976384310032,-9.93406445535895,-1.57841620130525,-2.26266567987622,-14.3147413039091,-20.4030141963265,-20.3155486779251,-22.2229697907556,-28.0690304783691,-28.3569938774137,-27.774819438545,-27.4806083987208,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (% change from 1990),EN.ATM.NOXE.ZG,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,-0.460536763538211,2.18778316471895,3.56845930368337,7.36485161001035,6.92860278937681,10.2990219432223,9.81886799503031,4.9211108931424,2.25877869013256,-1.91407673121655,-3.76836775682164,-4.32885874692899,-4.17005296639857,-3.01170492017675,-3.451690347411,-5.98604377434634,-6.08319554596494,-8.87350652504928,-8.2093247017721,-8.3681304823025,-10.5795243299797,-12.9497239581874,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43130.96823,42858.30336,43370.05691,43143.74171,45194.66353,46574.73915,48895.51409,46717.02644,43355.36605,40176.49932,38507.0211,37855.04126,39154.12152,39734.75709,41864.22107,42871.16737,38674.40511,42904.29533,43187.42391,40027.60905,40411.60325,43043.54658,45147.619,44752.72723,44194.56243,44128.62411,43290.64216,44007.89165,45868.76614,44164.50684,47080.30993,..,..,..
Nitrous oxide emissions (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.KT.CE,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,238778.4387,237821.9873,242291.3612,245424.6388,252553.9309,254818.0991,261626.5807,255551.9966,252199.5737,250471.4844,249284.483,244485.7233,245633.9507,254396.1883,252371.4547,255241.5741,263256.3213,267192.1557,249217.3367,248617.5931,256187.4243,263586.1649,255416.8552,257551.4426,258637.0787,258692.1741,264579.4376,263191.4652,265904.1728,263498.7814,258002.356,..,..,..
Nitrous oxide emissions in energy sector (% of total),EN.ATM.NOXE.EG.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,23.1747474988374,22.9306359404591,26.0882100761901,25.5053827124258,21.2845066393306,22.3685355707482,20.4811833500265,21.0621883499547,20.0384745141734,19.7385535830956,17.8248411156516,22.0023622101387,22.019351109497,22.7703226593746,28.7484229507626,27.849970907072,27.3474068790802,27.2142696034705,25.970111523997,27.5686154504004,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions in energy sector (% of total),EN.ATM.NOXE.EG.ZS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,192.226930003153,10.8596936867029,12.923172700073,14.2269011397349,14.3558047217379,14.4278328772733,12.7097674656108,13.4511844162441,14.6992542116613,12.1793008728826,11.4631324100677,10.9686164875529,13.4244201061532,13.3657389976648,12.7304349416138,12.4991336913548,13.6444293578914,13.9488771803938,14.6724918414236,10.4803524554124,15.0983645413605,14.7093996651519,14.8288075560803,14.8622981956315,15.1160171209732,15.1904243743199,15.0267599835323,16.3519313304721,18.5838680109991,21.0977701543739,22.5732484076433,23.4644050372655,23.0826693227092,22.9468006864428,21.2856133741465,20.3468208092486,21.5173485240808,19.3023803912326,18.3085282305693,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions in energy sector (% of total),EN.ATM.NOXE.EG.ZS,United States,USA,..,..,..,..,..,..,..,..,..,..,11.5628008891458,11.9870199881336,12.913820486739,13.2974444464377,13.6992902776773,14.113646230079,14.924746376064,15.7703184507982,16.4864684796762,16.0547541220459,16.2378591530752,16.3560545298946,17.5915394455134,17.4075519364944,17.0914750740902,17.5484663357471,18.0813383008467,17.7765058037927,18.7416579142295,18.573988112157,21.3466474173885,21.933218973152,22.6489241663748,23.079567592345,23.1997924619205,23.5725549158385,23.5338238445603,24.3993281238589,24.8323639462083,24.4130393819484,24.568489236045,24.1805207026349,23.8744563300811,22.9946935322618,22.6589371980676,21.9749544450045,20.8950059590173,19.2601314140302,19.4445564109799,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.EG.KT.CE,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.EG.KT.CE,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4402.153832,4287.793022,4389.690548,4379.240831,4609.316483,4644.429903,4641.245836,4693.936488,4825.957133,4947.332098,5057.295692,4996.877796,5182.279778,5221.073375,5345.280479,5328.851296,5287.994829,5602.659896,5545.652157,5182.394448,5469.232599,5600.799675,5562.181351,5695.767005,5689.484711,5614.68759,5587.682038,5848.282038,5937.582038,5709.382038,5157.782038,..,..,..
Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent),EN.ATM.NOXE.EG.KT.CE,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,44137.7,43634.4,44981.8,45555.5,46816.9,47904.4,49014.1,49987.2,50785.1,51365.1,52773,52555.6,52692.8,53829.1,55006,56031,56770.6,57199.4,55063.9,52122.1,54364.2,53594.9,52419.4,54635.8,54828.4,55038,55155.3,54934,56188,55043.3,47628.8,..,..,..
Number of deaths ages 10-14 years,SH.DTH.1014,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of deaths ages 10-14 years,SH.DTH.1014,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,409,402,395,389,381,372,363,352,341,330,321,314,307,302,294,285,276,265,255,245,235,226,220,215,214,212,213,214,216,218,218,217,215,..
Number of deaths ages 10-14 years,SH.DTH.1014,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4504,4570,4622,4655,4649,4607,4537,4451,4363,4282,4216,4155,4090,4012,3902,3760,3594,3428,3276,3153,3068,3016,2992,3000,3033,3080,3147,3240,3338,3426,3506,3545,3552,..
Number of deaths ages 15-19 years,SH.DTH.1519,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of deaths ages 15-19 years,SH.DTH.1519,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1314,1251,1192,1149,1122,1105,1092,1081,1069,1056,1038,1017,998,985,979,975,964,944,917,884,849,815,778,740,712,701,708,722,728,730,742,758,788,..
Number of deaths ages 15-19 years,SH.DTH.1519,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,15405,15056,14871,14959,15091,15098,14851,14480,14121,13829,13648,13609,13671,13788,13881,13907,13756,13379,12735,11921,11127,10493,10084,9974,10081,10297,10515,10731,10992,11429,12247,13540,14957,..
Number of deaths ages 20-24 years,SH.DTH.2024,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of deaths ages 20-24 years,SH.DTH.2024,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1752,1643,1548,1472,1410,1364,1331,1311,1297,1288,1283,1279,1281,1294,1311,1318,1309,1291,1267,1248,1238,1233,1230,1227,1227,1240,1274,1325,1372,1418,1478,1546,1604,..
Number of deaths ages 20-24 years,SH.DTH.2024,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21554,21357,21162,20864,20383,19590,18599,17864,17573,17619,17962,18567,19247,19818,20255,20536,20609,20443,19983,19379,18878,18704,18875,19316,19842,20240,20408,20511,20705,21269,22648,25002,27537,..
Number of deaths ages 5-9 years,SH.DTH.0509,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of deaths ages 5-9 years,SH.DTH.0509,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,380,369,355,343,332,322,312,302,291,278,264,250,236,223,211,200,190,182,176,169,165,162,161,162,162,162,162,161,159,156,153,149,145,..
Number of deaths ages 5-9 years,SH.DTH.0509,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3937,3880,3829,3804,3792,3779,3744,3686,3600,3486,3351,3211,3076,2961,2863,2779,2703,2633,2567,2508,2456,2415,2408,2418,2431,2441,2439,2427,2409,2396,2399,2399,2387,..
Number of infant deaths,SH.DTH.IMRT,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of infant deaths,SH.DTH.IMRT,Canada,CAN,13055,12579,12035,11463,10800,9812,8691,7846,7298,6975,6726,6391,5948,5522,5210,4992,4794,4577,4323,4097,3908,3691,3501,3352,3227,3109,3000,2902,2839,2846,2860,2734,2556,2424,2309,2206,2089,1958,1856,1796,1734,1708,1712,1722,1735,1742,1770,1826,1872,1878,1855,1830,1822,1805,1784,1753,1715,1704,1686,1646,1633,1637,1627,..
Number of infant deaths,SH.DTH.IMRT,United States,USA,102890,101205,98458,94790,91276,85621,79261,74756,71628,70175,70280,67257,60180,54189,50978,48606,46341,45385,44545,43825,43722,42801,41676,40522,39428,39035,38546,38020,38025,38267,38330,37391,35739,34060,32474,31075,29981,29211,28794,28614,28646,28500,28075,27994,28010,27935,28111,28237,27741,26706,25518,24569,24008,23595,23341,23126,22707,22077,21389,20842,20272,19995,19920,..
Number of maternal deaths,SH.MMR.DTHS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of maternal deaths,SH.MMR.DTHS,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30,32,34,35,35,38,38,38,48,47,45,44,45,43,44,43,46,47,41,40,41,..,..,..
Number of maternal deaths,SH.MMR.DTHS,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,480,510,520,540,540,550,560,570,600,640,570,610,630,650,670,690,730,740,740,750,770,..,..,..
Number of neonatal deaths,SH.DTH.NMRT,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of neonatal deaths,SH.DTH.NMRT,Canada,CAN,..,..,..,..,..,..,..,..,..,..,4827,4529,4119,3774,3496,3331,3195,3073,2873,2723,2558,2388,2272,2171,2093,1995,1909,1825,1807,1842,1857,1726,1664,1607,1578,1530,1453,1356,1299,1259,1214,1240,1258,1294,1305,1314,1337,1379,1404,1413,1400,1392,1392,1369,1362,1320,1296,1295,1272,1248,1264,1263,1253,..
Number of neonatal deaths,SH.DTH.NMRT,United States,USA,..,..,..,..,..,..,..,..,..,53634,54406,49477,43246,39400,37333,34999,33171,32591,30814,30121,29518,28449,27963,26838,26108,25744,24955,24525,24268,24051,23760,22797,21917,20946,20104,19420,19120,18849,18737,18513,18764,18755,18840,18960,18738,18569,18817,18769,18139,17260,16540,16271,16229,16014,15889,15559,15148,14649,14328,14040,13298,12664,11806,..
"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6928,..,..
"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12087,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of under-five deaths,SH.DTH.MORT,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of under-five deaths,SH.DTH.MORT,Canada,CAN,15238,14729,14137,13499,12757,11682,10457,9489,8808,8357,8005,7600,7106,6631,6265,5990,5739,5479,5191,4931,4710,4462,4241,4063,3914,3774,3645,3526,3441,3427,3423,3284,3091,2939,2798,2665,2519,2363,2237,2155,2073,2029,2020,2020,2024,2025,2048,2101,2145,2152,2131,2105,2094,2073,2048,2012,1968,1952,1929,1884,1864,1863,1848,..
Number of under-five deaths,SH.DTH.MORT,United States,USA,119298,117472,114498,110560,106708,100628,93681,88441,84544,82346,81865,78519,71176,64749,60930,57841,54901,53470,52355,51463,51258,50328,49194,48021,46883,46398,45826,45216,45134,45302,45294,44297,42561,40732,38924,37252,35884,34872,34256,33927,33858,33653,33188,33061,33027,32895,33004,33084,32549,31455,30173,29085,28356,27781,27396,27089,26605,25913,25154,24519,23851,23470,23296,..
Number of visits or required meetings with tax officials (average for affected firms),IC.TAX.METG,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of visits or required meetings with tax officials (average for affected firms),IC.TAX.METG,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Number of visits or required meetings with tax officials (average for affected firms),IC.TAX.METG,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,Canada,CAN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10.1846,..,..,10.0115,9.4707,..,9.9067,9.9467,10.0236,10.1208,10.289,10.3743,9.3233,9.2368,9.3473,9.542,9.819,9.9,9.993,9.998,9.998,11.34,11.08,10.27,..,..
"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,United States,USA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.94,..,..,..,..,9.4673,..,..,..,..,9.9177,..,..,..,..,12.5,..,..,..,..,..,..,14.37,15.45,13.16,12.47,..,..,..
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Bermuda,BMU,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.85714,0.869045,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,Canada,CAN,0.969766786666667,1.01306251583333,1.06876922408333,1.07851434416667,1.07859841916667,1.07798428416667,1.07734156666667,1.07871042416667,1.07747140083333,1.0767805125,1.04421874416667,1.00981054416667,0.990662555833333,1.00009014,0.978017525583333,1.01715926333333,0.986028304083333,1.06344161083333,1.14065917075,1.17142449583333,1.16922686666667,1.19890312083333,1.23373491166667,1.23241182741667,1.29506561083333,1.36550739166667,1.38947105916667,1.32598258166667,1.23070084666667,1.18397208416667,1.16677362666667,1.14572584416667,1.20872292,1.29008788166667,1.3656734475,1.37244541833333,1.36352163583333,1.38459802833333,1.48350530166667,1.48570481916667,1.485394095,1.548839955,1.57034283416667,1.4010145475,1.301281595,1.21140513416667,1.13434472583333,1.07404562166667,1.06708691833333,1.1415354059127,1.03011273517598,0.989258158636364,0.999364743593074,1.03013736373016,1.10474713237886,1.27878620362554,1.3256151637482,1.29793584646039,1.29581792813534,1.32679336266012,1.34115267222386,1.2538769021268,1.30155477474355,1.3499086407939
"Official exchange rate (LCU per US$, period average)",PA.NUS.FCRF,United States,USA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,Bermuda,BMU,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
